StateAbbrev,StateName,Year,avg_Rainfall,avg_MinTemp,avg_MaxTemp,avg_Evaporation,avg_Sunshine,avg_WindGustSpeed,avg_WindSpeed9am,avg_WindSpeed3pm,avg_Humidity9am,avg_Humidity3pm,avg_Pressure9am,avg_Pressure3pm,avg_Cloud9am,avg_Cloud3pm,avg_Temp9am,avg_Temp3pm
ACT,Australian Capital Territory,2007,3.2196721311475414,12.545901639344262,25.086885245901637,5.859016393442623,8.08688524590164,40.91803278688525,9.606557377049182,16.80327868852459,69.55737704918033,45.786885245901644,1016.772131147541,1014.0508196721312,4.704918032786885,4.885245901639344,17.2672131147541,23.455737704918032
ACT,Australian Capital Territory,2008,1.7238317757009325,7.327570093457945,20.411915887850466,4.762087912087911,8.10220385674931,41.12911392405062,10.699266503667474,18.93111638954868,69.90865384615387,43.945238095238096,1017.8692695214106,1015.0518891687658,3.8852459016393444,4.005464480874317,12.49855769230769,19.068171021377673
NSW,New South Wales,2008,2.8374449339207044,14.307743362831859,23.1863436123348,4.60939393939394,7.074328358208955,45.30337078651686,14.117256637168131,18.9064587973274,69.7064017660044,54.98666666666665,1017.1058080808081,1014.7911637279597,4.226804123711339,4.312020460358056,17.70132450331126,21.588938053097344
NT,Northern Territory,2008,2.5925581395348853,22.593488372093024,33.23627906976744,7.355555555555556,8.75860465116279,40.59715639810427,14.399999999999997,21.120930232558138,59.96261682242988,44.995348837209264,1012.1646511627907,1008.4218604651163,3.799999999999998,3.799999999999999,27.31674418604651,31.503720930232557
QLD,Queensland,2008,4.0181818181818185,17.66581818181818,27.17065217391304,5.767078189300412,8.34795081967213,34.50364963503651,11.682310469314084,16.96014492753622,62.8447653429603,56.31884057971016,1015.8332129963899,1012.5630434782609,4.158536585365855,3.9471544715447164,23.093862815884478,25.423550724637682
SA,South Australia,2008,1.7949238578680204,10.806542056074765,20.62476635514019,5.452830188679245,7.496208530805687,39.99526066350711,13.641509433962266,18.15813953488372,60.49532710280375,45.04186046511627,1017.081308411215,1015.3093023255814,6.161290322580645,5.741935483870968,15.191121495327103,19.38372093023256
TAS,Tasmania,2008,1.398139534883721,7.6469767441860474,17.151162790697676,4.214975845410629,7.169444444444444,48.63157894736842,17.600000000000005,20.77209302325581,63.158139534883716,51.11162790697674,1011.6130232558139,1010.12,4.869565217391305,5.0164835164835155,11.704186046511627,15.290697674418604
VIC,Victoria,2008,1.570731707317073,10.149186991869918,20.401219512195123,4.973953488372093,6.451086956521739,49.12244897959184,21.30204081632653,24.63008130081301,63.565040650406516,44.51626016260163,1015.1378048780488,1013.2353658536585,5.33739837398374,5.194915254237289,13.762601626016261,18.852032520325203
WA,Western Australia,2008,1.9534883720930238,11.001869158878504,22.028504672897196,4.836279069767442,8.72186046511628,37.1195652173913,11.446511627906977,16.97663551401869,65.99047619047617,51.22380952380953,1017.8832558139535,1015.9274418604651,3.7627906976744185,3.8691588785046735,16.331627906976745,20.6392523364486
ACT,Australian Capital Territory,2009,1.8522388059701456,6.51089015151515,18.29813258636788,5.01041095890411,7.633962264150943,41.68211068211065,12.681871345029203,17.669064748201443,71.97679112008076,49.473846153846054,1018.1281739130435,1015.2107638888889,4.221698113207548,3.9905660377358503,10.996226415094336,17.31003039513679
NSW,New South Wales,2009,2.274876750147904,13.041454258051767,24.197850946372245,5.744073939833274,7.998339920948615,40.40844079718629,13.012695893671822,18.372962226640226,67.40670901151252,49.78909669717475,1017.4886974500345,1014.8073495636197,3.828318023439973,4.054261091605484,17.765223408461843,22.739338089575906
NT,Northern Territory,2009,2.4920547945205573,18.838082191780824,31.31356164383562,8.271823204419888,9.253803596127248,41.553867403314904,15.193150684931517,20.584931506849305,50.48082191780823,34.81506849315072,1013.8676712328767,1010.1250684931507,3.1292984869325933,3.33426183844011,24.80164383561644,30.121232876712327
QLD,Queensland,2009,4.485910652920956,18.576353666895134,28.094585332419467,6.286771507863091,8.304958677685951,37.21801925722149,14.42455418381346,21.164035689773577,64.06986301369867,56.81275720164612,1015.8226712328767,1012.7670781893004,4.06301369863014,3.8400365630713003,24.10691780821918,26.314471879286693
SA,South Australia,2009,1.3226648351648307,11.367744154057773,23.142434662998628,6.419582043343659,8.119082301529497,42.244798890429905,15.6515775034294,19.444444444444436,61.9018531228552,42.6242257398485,1017.3237834132967,1015.2981468771449,4.247115384615385,4.415130940834138,16.219478737997253,21.719505494505498
TAS,Tasmania,2009,2.210136986301371,8.63502747252747,18.236351165980796,3.917427385892117,6.512121212121213,43.59778085991676,13.390946502057599,19.07162534435262,72.76923076923077,56.546831955922855,1014.0894520547945,1012.4913580246914,4.99449035812672,5.121546961325967,12.329945054945055,16.698347107438014
VIC,Victoria,2009,1.4440235951567943,9.340379825653802,20.90369450481217,4.62532601235415,7.223107255520506,43.46861268047709,16.14481469947052,21.111801242236034,71.72979719188758,50.227399813606695,1016.8246331564159,1014.9490483619345,4.55049982764564,4.734386480529021,13.708875739644968,19.415398944427196
WA,Western Australia,2009,2.0009222133119526,11.512589356632246,23.064901185770744,5.158995433789954,8.303647625602203,41.59971975712286,14.715581854043373,19.048126232741613,67.16587864460207,51.12273086029987,1017.3371889400921,1015.3940525587828,4.001467351430662,3.804444444444435,16.76177165354331,21.422524654832344
ACT,Australian Capital Territory,2010,3.676999999999991,6.078422053231938,17.26085740913327,4.084313725490197,7.285099337748345,38.87891891891891,11.45980707395496,16.773445732349842,76.32181638696937,55.4888888888888,1019.6162367223066,1016.7887537993921,4.203278688524589,4.272131147540985,10.692857142857138,16.02618357487922
NSW,New South Wales,2010,2.8547903585173144,12.968691308691309,23.200912879539594,4.783474420316526,7.2356410256410255,38.212980318650395,12.511854103343463,17.183940430670123,72.27245328511144,54.66646634615372,1018.8611857341361,1016.3400647698357,4.345921929546176,4.553475087273879,17.27743229689067,21.82697236684021
NT,Northern Territory,2010,4.146301369863009,18.309452054794527,29.620410958904106,6.625869262865091,8.539148936170212,40.530726256983236,15.210958904109589,19.65294924554184,61.91917808219177,45.22802197802199,1013.9435616438357,1010.5034293552812,4.060857538035951,4.3535211267605645,23.551095890410963,28.34883401920439
QLD,Queensland,2010,5.736494845360827,19.469931506849317,27.476353666895132,5.313783533765031,6.610175763182238,36.5348035837353,14.489026063100189,20.095467032967054,69.09732693625772,62.6005490734386,1016.3322138450994,1013.4789293067948,5.052054794520547,5,23.86134338588074,25.768291008922443
SA,South Australia,2010,1.537672176308538,10.818887362637362,22.073731138545956,5.530045871559632,7.4204285714285705,39.93434692467173,14.490061686086333,18.41071428571428,66.18574366004106,45.927835051546424,1019.0593278463649,1016.9882554945054,4.441619585687391,4.791509433962258,15.403152844413983,20.578174330816747
TAS,Tasmania,2010,1.8554794520547941,8.493972602739724,18.57764060356653,3.5142857142857142,6.85521978021978,40.016460905349774,12.073972602739717,16.98353909465022,73.13324175824184,55.304526748971185,1016.0196159122085,1014.2405479452054,4.546546546546546,4.767371601208461,12.207818930041153,17.062962962962963
VIC,Victoria,2010,2.212553321145645,9.427170271093509,20.036449451887943,3.9544627231361567,6.536720282463712,41.15597175314707,15.180267965895215,19.867194639049682,76.35916359163602,55.86907311104318,1018.5035834609495,1016.6683001531394,4.902617801047114,5.273224043715844,13.451532801961989,18.5519524100061
WA,Western Australia,2010,1.5144475920679843,11.333519999999996,23.540623750499794,5.252477064220183,8.552880658436216,39.593464680442075,14.234507897934387,18.338859684593615,63.97803514376994,49.09896249002402,1018.7041360294118,1016.4662081613939,3.545521835677275,3.656950672645744,17.37352236421725,21.912889066241014
ACT,Australian Capital Territory,2011,2.834853090172233,5.616766467065866,17.156287425149696,3.829966329966331,6.931333333333333,39.7755319148936,11.23919597989951,15.817997977755304,74.26996625421825,55.05068637803586,1018.481981981982,1015.9065967016492,4.609120521172638,4.548507462686567,10.959465478841873,16.14700315457414
NSW,New South Wales,2011,2.963211869954173,12.670185264971996,23.206329113924046,5.291149328859061,7.353184357541899,38.58737977949787,12.721100128921254,17.314427431528912,71.88979591836735,53.7540983606556,1017.9709004024145,1015.6052855711423,4.370845014016818,4.58861526039564,17.079351792230096,21.720521664151764
NT,Northern Territory,2011,4.267462686567172,17.387313432835825,30.09686567164179,6.716216216216216,8.494736842105263,41.02318392581143,14.853512705530639,19.040358744394627,58.37462686567169,39.98804185351274,1013.5585949177878,1009.906576980568,4.007530120481926,4.179447852760736,23.32179104477612,28.805530642750373
QLD,Queensland,2011,4.579325842696618,18.04231343283582,27.176044776119404,5.844174265450859,7.974288617886179,36.52105263157888,14.15183246073292,20.306596701649205,65.39402985074626,58.05829596412554,1015.8444029850747,1012.8370702541106,4.086739780658026,4.086739780658026,23.266716417910445,25.465844544095667
SA,South Australia,2011,1.6348416289592744,11.235847647498131,22.388125466766244,5.474077181208055,7.36248049921997,40.27987663839633,15.135377711293867,18.461423220973803,65.51918735891647,46.463102409638545,1018.3350639578631,1016.2484939759037,4.360572012257398,4.484504132231413,15.74506726457399,21.00254110612855
TAS,Tasmania,2011,1.8807174887892375,8.315522388059701,18.002089552238807,3.2760479041916173,6.544477611940299,40.66716867469878,11.965671641791067,17.137518684603897,73.79222720478327,56.772455089820355,1015.7044776119403,1014.0523880597015,NA,NA,11.986268656716419,16.60402985074627
VIC,Victoria,2011,2.3321138211382126,9.568704318936877,19.959688122096885,3.7456575682382125,6.412671232876712,40.64856661045526,15.360013284623028,19.268106312292392,77.0531062124248,56.93504330446365,1017.8844207723035,1016.2143523143524,4.973249409913443,5.116112747160285,13.47137608550434,18.544103930712858
WA,Western Australia,2011,2.4384310268840927,12.474495491627307,23.526866952789703,5.20179104477612,8.13739653875094,42.01697530864196,15.46750433275562,19.198443579766547,66.06878761822871,51.95573700042988,1016.7962365591397,1014.6386473429951,3.952457695406935,4.094475580464369,17.91129725085911,21.879003864319454
ACT,Australian Capital Territory,2012,2.766156982670745,4.320925553319921,16.41405622489959,3.3905303030303036,6.806360424028268,39.76663254861824,11.085626911315018,16.358739837398364,74.4543325526932,54.12081984897513,1019.0031484257871,1016.2285500747385,4.3908794788273635,5.115151515151514,10.027625570776259,15.68688172043011
NSW,New South Wales,2012,2.7942337206752894,11.661685658998067,22.83008792622775,5.0996526270082505,7.776009791921664,37.80907814693507,12.48036253776427,17.356027753685886,69.84552319309601,51.38728574528099,1018.6627152483154,1016.0270885442721,3.9395793499043847,4.226878067195164,16.520542052054203,21.391827027027023
NT,Northern Territory,2012,2.5435820895522387,16.62805970149254,30.501791044776116,7.332424242424245,9.287366818873668,40.49624060150376,15.174626865671632,19.130044843049326,51.14626865671632,34.826606875934225,1014.7604477611941,1010.9660687593423,3.26726726726727,3.4220183486238542,23.383134328358206,29.10896860986547
QLD,Queensland,2012,4.374439461883406,18.019940253920836,27.095366218236173,5.883350253807106,7.919119119119118,36.25748502994007,14.032835820895569,20.094776119403015,66.12920089619122,58.63283582089554,1016.4824626865671,1013.3705223880597,4.021912350597612,3.9142280524722475,23.13883495145631,25.41283582089552
SA,South Australia,2012,1.173056603773583,10.29648991784914,22.195746268656716,5.762063086104008,7.886786786786787,42.10609480812639,15.867064973861142,19.896783844427844,62.73188946975348,42.52170658682629,1019.1984316654219,1017.0376215407629,4.121465968586391,4.28038379530918,15.30806572068708,20.783844427823485
TAS,Tasmania,2012,1.5397014925373131,8.098507462686568,18.116268656716418,3.264477611940298,6.210447761194029,40.58982035928142,11.24328358208953,16.952167414050823,74.1141141141141,56.30827067669172,1015.5292537313433,1013.7088191330344,NA,NA,11.875522388059702,16.590433482810166
VIC,Victoria,2012,1.687270251872024,8.913901791639015,19.87253731343284,4.1497416020671825,6.700431965442765,42.238905572238934,15.70238885202389,20.07600398274147,75.75531914893625,53.702487562189,1018.3394745593615,1016.4966799468791,5.03559602649007,5.297320656871216,13.14299003322259,18.461525704809283
WA,Western Australia,2012,2.061797752808994,11.514841745081265,23.282355460385435,4.85473041709054,8.315741444866921,40.70824847250507,14.632905982905985,18.243347639484984,64.11063423938961,49.554228380315415,1017.9810025062657,1015.8250377073906,3.8744971842316955,3.882352941176475,17.36046114432109,21.62897556793828
ACT,Australian Capital Territory,2013,1.8310756972111537,5.021902874132806,17.98800792864221,5.241129032258065,NA,42.06192893401012,11.916167664670668,17.29335976214073,71.7759336099585,50.5674325674325,1018.2640179910045,1015.4037147102526,4.821782178217823,4.968354430379746,10.497518097207855,16.53026973026973
NSW,New South Wales,2013,2.6899956408021057,12.390507820869935,24.12497863247863,5.9423430962343105,8.193232131562302,39.074664817383194,12.55221960111512,18.02678380115721,66.80034312674239,48.279828326180265,1017.9798607657882,1015.2452965996525,3.862303290414866,4.018531717747682,17.477216274089937,22.62117319631771
NT,Northern Territory,2013,1.9680436477006968,17.62394034536892,31.902738654147104,7.787200832466181,9.02245508982036,40.583333333333336,15.012470771628996,18.081712062256816,51.862014274385395,34.14332784184507,1014.5519844357976,1010.6540077821012,3.1842650103519685,3.63435194942044,24.080877742946708,30.557232704402516
QLD,Queensland,2013,2.8795842613214564,18.54294205052006,27.685958395245173,6.272636815920399,8.355885262116717,37.650074294205126,14.48293768545991,21.007418397626033,65.72106824925812,58.37416481069041,1016.3600148367952,1013.2773738872404,3.929772502472798,3.7044776119403,23.756379821958458,25.8637713437268
SA,South Australia,2013,1.4330038022813727,11.01472118959108,22.67386785449147,6.131476793248947,7.52152721364744,42.51937406855437,16.485119047619058,20.192995529061093,62.419642857142904,43.17274758004474,1018.0131696428572,1015.9061710037174,4.162330905306975,4.418976545842217,15.893382899628252,21.227860326894504
TAS,Tasmania,2013,2.170000000000003,8.213798219584572,18.100891530460625,3.6035608308605345,6.265578635014837,43.15639097744361,13.186011904761894,18.184523809523803,72.60565476190477,55.48511904761906,1014.03353115727,1012.3216617210683,NA,NA,11.975297619047618,16.60848214285714
VIC,Victoria,2013,1.7130821078431389,9.09607666966157,20.371548367774782,4.2806779661016945,6.703021276595745,42.93637454981995,16.16451902906811,20.5766926303175,73.8116726835138,52.998197656954,1017.422235540905,1015.5880395683453,5.237399905793693,5.329806807727694,13.377186654643822,18.880305755395685
WA,Western Australia,2013,2.6652553470100373,11.876338147833472,22.981172970675736,4.772199999999999,8.116165413533833,40.213032581453625,14.230507030251394,18.070242656449537,68.73149741824439,54.204046491605766,1017.1600396628656,1015.1478670634921,4.020000000000003,4.09902597402598,17.384481292517005,21.242942176870752
ACT,Australian Capital Territory,2014,1.9887453874538714,6.028401826484021,18.34611872146119,NA,NA,40.317548746518135,10.521139705882335,15.795955882352953,74.80751604032994,54.86916742909422,1019.1598079561043,1016.2532967032967,6.745341614906833,5.987951807228915,11.012190650779095,16.791399817017385
NSW,New South Wales,2014,2.2452035181018544,13.19894966309948,24.272932330827068,6.564776549735705,7.822253324002799,38.88928892889304,12.400498028636687,17.503320880033176,68.415873015873,50.2525773195876,1018.7103397702273,1016.0071445988783,4.265362169584613,4.318212824010914,17.825554675118862,22.80352335708631
NT,Northern Territory,2014,2.250035385704175,17.708533145275037,32.02052341597796,7.625655430711611,9.29483960948396,41.02319044272663,14.991034482758621,18.12019230769231,52.39943542695831,34.34267241379313,1014.7375603032391,1010.8115463917526,3.098678414096912,3.478761061946906,24.147536433032617,30.66941176470588
QLD,Queensland,2014,3.1073305670816085,18.793835616438354,27.81973954763537,6.604070305272898,8.418750000000001,37.47826086956528,14.599586492074376,21.526134800550253,64.40986977381766,57.22976680384086,1016.8992465753424,1013.8216438356164,3.9624885635864593,3.820798514391827,23.912885538039752,26.05061728395062
SA,South Australia,2014,1.2319723183390985,11.187260273972601,23.422945205479454,6.594083812654067,7.866732283464568,41.21443442054133,15.736769759450123,19.453920220082527,62.069225496915685,42.182381280110064,1018.773406442769,1016.6867032213845,4.127272727272729,4.119122257053303,16.33301369863014,21.97753424657535
TAS,Tasmania,2014,1.4716850828729287,8.45109589041096,18.816027397260275,3.6228021978021974,6.64423076923077,40.212121212121225,11.487671232876735,16.675342465753435,72.43543956043953,54.29298486932601,1015.5487603305785,1013.8251546391753,5.464999999999998,5.294264339152119,12.388356164383563,17.315890410958904
VIC,Victoria,2014,1.332153889356923,9.644417009602195,21.432052689352357,4.81413634462568,6.932504363001746,41.49214226633573,15.354732510288006,19.494647268734504,74.21012101210128,51.64617073840246,1018.3742112482853,1016.5108671789243,5.236966824644561,5.085603112840465,14.027997799779975,19.90082327113063
WA,Western Australia,2014,1.9078915418858742,12.152197802197799,23.528453689167975,5.248263254113346,8.273026767330128,40.13613290263035,13.974489795918387,18.280157170923392,66.67872591427452,52.35731132075461,1018.0465722120658,1016.0367963386727,4.1376011773362835,3.9063444108761325,17.787111984282905,21.850196386488616
ACT,Australian Capital Territory,2015,1.9234862385321103,5.675137111517371,17.738756855575865,NA,NA,39.48934198331788,10.96709323583182,15.580821917808237,75.32998171846438,55.451141552511515,1020.0703703703704,1017.3138356164384,6.211764705882354,5.87958115183246,10.590676416819017,16.19132420091324
NSW,New South Wales,2015,2.990730509515035,13.028005518328737,23.778075182050777,6.405805805805806,7.681218993621545,38.26031814273446,12.528406833532,17.386925434116417,70.69456478928711,52.54114308877188,1019.626582278481,1017.0828244274809,4.525847876193615,4.5873754152823905,17.525816607634788,22.317368421052628
NT,Northern Territory,2015,2.296286107290224,17.61957270847691,31.794555478980016,7.5755388940955966,9.266108786610879,40.52635228848822,15.306374228923925,18.194921070693194,50.40330350997944,32.99769230769232,1015.7849211788897,1011.8702331961591,3.2550505050505003,3.5742115027829326,24.09174690508941,29.99546850998464
QLD,Queensland,2015,3.750208623087621,18.92827728208648,27.952060439560437,6.7120265151515115,8.482424812030075,37.06805157593119,14.559109874826211,21.038781163434845,65.74242424242429,58.43241379310343,1017.5067808219178,1014.4175342465753,4.125693160813308,3.9210037174721166,24.01987662782728,26.213658201784487
SA,South Australia,2015,0.9773727647867962,10.92714187799863,22.876490747087047,6.405727272727269,7.380802603036876,40.40508940852818,15.200277200277183,19.09847434119281,62.46048109965648,42.87138927097664,1020.3566323024055,1018.264993122421,4.305776892430282,4.264670658682631,15.896502057613171,21.379409746053533
TAS,Tasmania,2015,1.4260989010989011,7.99123287671233,18.23095890410959,3.9618784530386746,6.784806629834254,41.940525587828496,12.212328767123267,17.967078189300405,71.16186556927299,53.177197802197796,1016.6460273972602,1014.9347945205479,5.189003436426121,5.07058823529412,11.94753424657534,16.763786008230454
VIC,Victoria,2015,1.197441364605544,9.030872075357031,20.943829787234044,4.7719500924214415,6.772491909385113,41.78241636715503,15.284147010422446,19.99068237873396,74.49582798459566,50.51475304682493,1019.8813585135547,1017.9528175449284,5.57958984375,5.460125664572254,13.483834700698873,19.398085106382982
WA,Western Australia,2015,1.7613501776549563,12.023312401883832,23.660675039246463,5.285740570377184,8.270665742024965,39.15416666666665,13.992540243423633,18.00041718815181,66.7137254901961,50.69278866194257,1019.6947440585009,1017.5508683729433,3.785440613026818,3.7460732984293217,17.73156862745098,22.211046269278867
